,title,desciption,url,date
69,"Riley County monitors 10 <b>COVID-19</b> <b>outbreaks</b>, including 9 at K-State","Riley County is monitoring 10 <b>COVID-19</b> <b>outbreaks</b>, all but one of which are connected to Kansas State <b>University</b> ... Blue Valley High <b>School</b> in Randolph also reported to have seven active ...",https://www.kshb.com/news/coronavirus/riley-county-monitors-10-covid-19-outbreaks-including-9-at-k-state,2020-08-31T21:39:00.0000000Z
70,Temple to go virtual for the rest of the fall semester amid <b>COVID-19</b> <b>outbreak</b>,"In the midst of a coronavirus <b>outbreak</b> ... <b>university</b> announced that classes would be held online for two weeks. But as of Wednesday, the <b>university</b> reported 212 active cases of <b>COVID-19</b>.",https://www.phillytrib.com/news/health/coronavirus/temple-to-go-virtual-for-the-rest-of-the-fall-semester-amid-covid-19-outbreak/article_e8c26fa6-6073-5e0f-8800-87b702fc9424.html,2020-09-03T18:54:00.0000000Z
71,"<b>COVID-19</b> has sent businesses into coma, say speakers at UNIZIK Business <b>School</b> colloquium","PARTICIPANTS at this year’s colloquium organized by the Nnamdi Azikiwe <b>University</b> Business <b>School</b> ... gone into coma as a result of the <b>outbreak</b> of <b>COVID -19</b>. The 2020 visual colloquium, which ...",https://www.vanguardngr.com/2020/08/covid-19-has-sent-businesses-into-coma-say-speakers-at-unizik-business-school-colloquium/,2020-08-29T05:28:00.0000000Z
72,Colleges and universities work to control <b>outbreaks</b> as a new <b>school</b> year starts amid coronavirus,A return to campus for the new academic year has colleges and universities struggling to both contain <b>outbreaks</b> of <b>Covid-19</b> and enforce ... data from Johns Hopkins <b>University</b>.,https://missoulian.com/lifestyles/health-med-fit/colleges-and-universities-work-to-control-outbreaks-as-a-new-school-year-starts-amid-coronavirus/article_7acda74c-bdf9-5ab3-91a8-e2f602e56c39.html,2020-08-30T07:53:00.0000000Z
73,"Kansas reverses course, will share locations of active <b>COVID-19</b> <b>outbreaks</b>","“With our children returning to <b>school</b> ... name and location of every <b>COVID-19</b> <b>outbreak</b> as of May 19. The confidential list, provided to The Star by Columbia <b>University</b>’s Brown Institute ...",https://www.kansascity.com/news/coronavirus/article245448120.html,2020-09-02T17:15:00.0000000Z
74,How four summer camps in Maine prevented <b>COVID-19</b> <b>outbreaks</b>,"Of 1,022 people who attended the summer camps, which included campers and staff members, only three people tested positive for <b>COVID-19</b>, researchers report August 26 in the Morbidity and Mortality ...",https://www.sciencenews.org/article/coronavirus-summer-camps-covid19-outbreaks,2020-08-31T18:22:00.0000000Z
75,Furman officials: first <b>COVID-19</b> <b>outbreak</b> tied to parties reportedly held by Kappa Alpha Order,"On Friday, August 28, <b>university</b> officials announced that a <b>COVID-19</b> <b>outbreak</b> did indeed happen ... and that the <b>school</b>&#39;s own <b>COVID-19</b> Dashboard will update Monday afternoon to reflect some ...",https://www.foxcarolina.com/coronavirus/furman-officials-first-covid-19-outbreak-tied-to-parties-reportedly-held-by-kappa-alpha-order/article_931ed01e-e975-11ea-8985-cf0c1627bcf6.html,2020-08-28T21:57:00.0000000Z
76,Colleges and universities work to control <b>outbreaks</b> as a new <b>school</b> year starts amid coronavirus,DUE TO <b>COVID-19</b> ... the <b>university</b> system&#39;s website showed Saturday. Classes at the <b>University</b> of Dayton will continue online for at least two weeks after the <b>school</b> reported 116 cases on Thursday ...,https://www.wmur.com/article/colleges-universities-work-to-control-outbreaks-as-a-new-school-year-starts-amid-coronavirus/33842940,2020-08-30T18:13:00.0000000Z
77,"Norwich, New London part of Yale <b>University</b> study of <b>COVID-19</b> virus in sewage","But a different type of testing is taking place daily in Norwich and New London, with samples sent to Yale <b>University</b> to try to detect whether a <b>COVID-19</b> <b>outbreak</b> is coming. Jordan Peccia ...",https://www.theday.com/article/20200905/NWS01/200909634,2020-08-31T00:00:00.0000000Z
80,Colleges with <b>Covid-19</b> <b>outbreaks</b> advised to keep students on campus,A consensus is building among public health experts that it&#39;s better to keep <b>university</b> students on campus after a <b>Covid-19</b> <b>outbreak</b> ... remotely after the <b>school</b> had an <b>outbreak</b>.,https://www.register-herald.com/health/colleges-with-covid-19-outbreaks-advised-to-keep-students-on-campus/article_5404fa82-eafd-11ea-82ec-6b30c3557ddd.html,2020-08-30T20:37:00.0000000Z
81,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.sfgate.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:47:00.0000000Z
82,Utah State <b>University</b>: 287 students quarantined after <b>Covid-19</b> found in wastewater from four dorms,"Other schools reported <b>outbreaks</b>. At the <b>University</b> of South Carolina ... of Missouri has 424 active student <b>Covid-19</b> cases, according to the <b>school</b>&#39;s <b>Covid-19</b> dashboard. James Madison <b>University</b> ...",https://www.msn.com/en-us/news/us/utah-state-university-287-students-quarantined-after-covid-19-found-in-wastewater-from-four-dorms/ar-BB18AaDq,2020-09-02T00:34:00.0000000Z
85,Temple <b>University</b> Suspends In-Person Classes For 2 Weeks Due To <b>COVID-19</b> <b>Outbreak</b>,PHILADELPHIA (CBS) — Temple <b>University</b> has suspended in-person classes for two weeks due to a <b>COVID-19</b> <b>outbreak</b> ... students will be notified by their <b>school</b>. Online classes will not be affected.,https://philadelphia.cbslocal.com/2020/08/30/temple-university-suspends-in-person-classes-for-2-weeks-due-to-covid-19-outbreak/,2020-08-30T20:42:00.0000000Z
89,Here&#39;s a list of <b>COVID-19</b> <b>outbreaks</b> at schools in the Jackson metro,The first full list of <b>COVID-19</b> cases and <b>outbreaks</b> at ... funds to help save NYC venues Temple <b>University</b> moves classes online after <b>COVID-19</b> <b>outbreak</b> Politics experts on surprising diversity ...,https://www.msn.com/en-us/news/us/heres-a-list-of-covid-19-outbreaks-at-schools-in-the-jackson-metro/ar-BB18ow6x,2020-08-27T20:24:00.0000000Z
96,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.stamfordadvocate.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:43:00.0000000Z
97,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.newstimes.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:54:00.0000000Z
99,Holy Family <b>University</b> closes Northeast Philly campus due to possible <b>COVID-19</b> exposure,"MORE NEWS Temple&#39;s <b>COVID-19</b> <b>outbreak</b> could spread beyond <b>university</b>, Philly health commissioner warns Philly parents can receive $150 per month to drive their kids to <b>school</b> Philly Catholic League ...",https://www.phillyvoice.com/holy-family-university-covid-19-outbreak-main-campus-northeast-philly-bucks-county/,2020-09-02T22:40:00.0000000Z
101,"Health Officials Issue New Policy Against Contact Sports, Warn Of Community Spread Threat Linked To Temple <b>University</b> <b>COVID-19</b> <b>Outbreak</b>",The Philadelphia Health Department has issued a new policy against contact sports and says there is a significant threat of community spread linked to the <b>COVID-19</b> <b>outbreak</b> at Temple <b>University</b>.,https://philadelphia.cbslocal.com/2020/09/01/health-officials-issue-new-policy-against-contact-sports-warn-of-community-spread-threat-linked-to-temple-university-covid-19-outbreak/,2020-09-01T22:20:00.0000000Z
106,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www2.ljworld.com/news/2020/sep/03/covid-19-outbreaks-at-kansas-schools-lead-to-quarantines/,2020-09-03T21:11:00.0000000Z
107,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.expressnews.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T20:01:00.0000000Z
108,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.registercitizen.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:43:00.0000000Z
109,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.houstonchronicle.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:52:00.0000000Z
111,"Indiana <b>University</b> sees &#39;alarming&#39; spike in <b>COVID-19</b> at frat, sorority houses",citing an “alarming” rate of positive <b>COVID-19</b> tests that marked the latest <b>outbreak</b> in the U.S. Midwest and at a college campus. The <b>university</b> said on Twitter that positive tests for ...,https://uk.reuters.com/article/uk-health-coronavirus-usa/indiana-university-sees-alarming-spike-in-covid-19-at-frat-sorority-houses-idUKKBN25U2SQ,2020-09-04T00:02:00.0000000Z
114,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.thehour.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T20:03:00.0000000Z
115,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.centredaily.com/news/business/health-care/article245472725.html,2020-09-03T19:45:00.0000000Z
116,"New <b>COVID-19</b> Projections Show Improvements in California &amp; Florida, <b>School</b> &amp; <b>University</b> Reopenings Further Threatening Midwest","2, 2020 /PRNewswire/ -- Updated <b>COVID-19</b> projections released today ... and a professor of Pediatrics at the <b>University</b> of Pennsylvania&#39;s Perelman <b>School</b> of Medicine. &quot;We know clearly now that ...",https://finance.yahoo.com/news/covid-19-projections-show-improvements-215600538.html,2020-09-02T22:49:00.0000000Z
119,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.kansascity.com/news/article245472725.html,2020-09-03T20:03:00.0000000Z
120,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.nhregister.com/news/article/COVID-19-outbreaks-at-Kansas-schools-lead-to-15541135.php,2020-09-03T19:43:00.0000000Z
121,Colleges and universities work to control <b>outbreaks</b> as a new <b>school</b> year starts amid coronavirus,Video above: Pandemic teaching college students life lessonsA return to campus for the new academic year has colleges and universities struggling to both contain <b>outbreaks</b> of <b>COVID-19</b> and enforce ...,https://www.kcci.com/article/colleges-universities-work-to-control-outbreaks-as-a-new-school-year-starts-amid-coronavirus/33842940,2020-08-30T18:11:00.0000000Z
122,"New <b>COVID-19</b> Projections Show Improvements in California &amp; Florida, <b>School</b> &amp; <b>University</b> Reopenings Further Threatening Midwest","Researchers at PolicyLab at CHOP and the <b>University</b> ... <b>COVID-19</b> transmission and test positivity rates across all U.S. counties, and projects case counts for 817 counties with active <b>outbreaks</b> ...",https://www.wfmz.com/news/pr_newswire/pr_newswire_pennsylvania/new-covid-19-projections-show-improvements-in-california-florida-school-university-reopenings-further-threatening-midwest/article_4ccc6687-181f-5b76-94f8-ca05586598b6.html,2020-09-02T22:20:00.0000000Z
124,<b>COVID-19</b> <b>outbreaks</b> at Kansas schools lead to quarantines,"At Emporia State <b>University</b>, officials announced Wednesday that all athletic activities were temporarily suspended. The <b>school</b> ... <b>outbreak</b>, inspectors still saw health workers caring for <b>COVID-19</b> ...",https://www.tri-cityherald.com/news/business/health-care/article245472725.html,2020-09-03T19:59:00.0000000Z
125,Colleges and universities work to control <b>outbreaks</b> as a new <b>school</b> year starts amid coronavirus,Video above: Pandemic teaching college students life lessonsA return to campus for the new academic year has colleges and universities struggling to both contain <b>outbreaks</b> of <b>COVID-19</b> and enforce ...,https://www.ketv.com/article/colleges-universities-work-to-control-outbreaks-as-a-new-school-year-starts-amid-coronavirus/33842940,2020-08-30T18:13:00.0000000Z
128,Philadelphia sticking with indoor dining plan despite <b>Covid-19</b> <b>outbreak</b> at Temple <b>University</b>,"A complete count of cases associated with the Temple <b>University</b> <b>outbreak</b> isn ... positive for <b>Covid-19</b>. During a press conference Thursday, Mayor Jim Kenney said the <b>school</b> decided to move ...",https://www.bizjournals.com/philadelphia/news/2020/09/03/indoor-dining-continues-temple-coronavirus-spike.html,2020-09-03T19:11:00.0000000Z
133,<b>COVID-19</b> cases have nearly doubled since N.J. <b>university</b> opened campus,"A Gloucester County town held a virtual public meeting Wednesday to address concerns about spiking numbers of COVID-19 cases, which have nearly doubled since a university here started classes on Sept.",https://www.nj.com/education/2020/09/covid-19-cases-have-nearly-doubled-since-nj-university-opened-campus.html,2020-09-17T14:30:00.0000000Z
134,Lack of <b>COVID-19</b> resources risking millions in Somalia settlement camps,"A lack of access to screening services and important information about COVID-19—including all of the ways the highly-infectious virus can be transmitted—could be putting millions of internally displaced people in Somali settlement camps at risk,",https://medicalxpress.com/news/2020-09-lack-covid-resources-millions-somalia.html,2020-09-18T13:13:00.0000000Z
135,Students Accused Of Breaking College <b>COVID-19</b> Rules Fight Their Punishments,"As colleges crack down on students accused of violating strict pandemic safety rules, students are lawyering up to fight their punishments.",https://www.npr.org/2020/09/17/914046958/students-accused-of-breaking-college-covid-19-rules-fight-their-punishments,2020-09-17T20:11:00.0000000Z
136,New model projects manageable increase in Colorado’s <b>COVID-19</b> cases — so long as people keep up precautions,"A new report modeling the spread of COVID-19 in Colorado suggests the state could continue to see more cases in the short term, but they’re not likely to reach unmanageable levels unless",https://www.denverpost.com/2020/09/18/covid-model-colorado-cases-increase/,2020-09-18T12:03:00.0000000Z
137,C.D.C.’s Contentious Testing Guidance on <b>Covid-19</b> Was Not Written by Its Scientists,Joe Biden is trying to focus the election on President Trump’s coronavirus response. The global caseload passed 30 million. New Zealand recorded no new cases for the first time in weeks.,https://www.nytimes.com/2020/09/17/world/covid-19-coronavirus.html,2020-09-18T12:15:00.0000000Z
138,"As activities move indoors this fall, risk of catching <b>COVID-19</b> increases, researchers say",Researchers at Colorado State University and the University of Colorado say risk of contracting COVID-19 is significantly higher indoors than out.,https://www.coloradoan.com/story/news/local/2020/09/18/risk-catching-covid-19-increases-activities-move-indoors-researchers-colorado-state-university-say/5817487002/,2020-09-18T11:11:00.0000000Z
139,Coronavirus updates: USPS scrapped plan to send 650M masks to Americans; public still split on <b>COVID-19</b> vaccine; Las Vegas bars to reopen,USPS scrapped plan to send 650 million masks. Nearly half of Americans say they won&#39;t get vaccinated. Bars in Las Vegas to reopen. Latest COVID-19 news.,https://www.usatoday.com/story/news/health/2020/09/18/covid-19-news-texas-las-vegas-restrictions-moderna-vaccine/3488885001/,2020-09-18T12:41:00.0000000Z
140,Ineffective immune responses may be responsible for <b>COVID-19</b> mortality rates in men and the elderly,Medical speaks to Dr. Nicole Lieberman about her latest research that discovered delayed immune responses may affect COVID-19 mortality rates.,https://www.news-medical.net/news/20200918/Ineffective-immune-responses-may-be-responsible-for-COVID-19-mortality-rates-in-men-and-the-elderly.aspx,2020-09-18T11:28:00.0000000Z
141,NYC delays reopening classrooms again amid <b>Covid-19</b> safety fears,"Barr likens lockdowns to &quot;slavery,&quot; new jobless claims tick down slightly and Michigan&#39;s governor won&#39;t try to enforce safety rules at Trump rallies.",https://www.nbcnews.com/news/us-news/nyc-delays-reopening-classrooms-again-amid-covid-safety-fears-n1240328,2020-09-17T22:12:00.0000000Z
142,"Private <b>school</b> fight, genome tracking, Salvation Army: News from around our 50 states",It’s just simply that we are really accounting for deaths that have come in previously.” San Francisco: A judge on Tuesday ordered classrooms closed at a private school in the Central Valley that has defied state and local health orders aimed at slowing the spread of the coronavirus.,https://www.usatoday.com/story/news/50-states/2020/09/17/private-school-fight-genome-tracking-salvation-army-news-around-states/114042178/,2020-09-17T05:11:00.0000000Z
143,Experts discuss <b>COVID-19</b> and its consequences,"Researchers and health experts shared their understanding of the causes as well as the present and future states of COVID-19 in a Zoom seminar entitled “COVID-19: State of the Science,” hosted by Boston University’s School of Public Health.",https://dailyfreepress.com/2020/09/17/experts-discuss-covid-19-and-its-consequences/,2020-09-18T01:20:00.0000000Z
144,Sept. 17 update on <b>COVID-19</b> in MN: <b>School</b> guidance map shifts again,"Twenty-five counties saw their COVID-19 case counts slip past one of the Health Department’s thresholds, changing their recommendation toward more distance learning for more students, according to data released Thursday.",https://www.mprnews.org/story/2020/09/17/latest-on-covid19-in-mn,2020-09-17T10:00:00.0000000Z
145,College Campuses Make Up 19 Of The 25 Worst COVID <b>Outbreaks</b> In U.S.,A new analysis of data finds 19 of the 25 hottest coronavirus outbreaks are occurring in college towns The topic of whether or not to bring college students back for in-person classes has been heated for several months due to the COVID-19 pandemic.,https://sports.yahoo.com/college-campuses-19-25-worst-050558996.html,2020-09-13T17:32:00.0000000Z
146,UNE boosts testing as York County remains <b>COVID-19</b> hotspot,"The university urges students on its Biddeford and Portland campuses to take advantage of free testing, as the state reports a new outbreak in Sanford.",https://www.pressherald.com/2020/09/16/york-county-remains-covid-19-hotspot-with-11-new-cases/,2020-09-18T00:10:00.0000000Z
147,Global <b>Covid-19</b> Cases Exceed 30 Million: Virus Update,"Global Covid-19 infections passed 30 million, according to data from Johns Hopkins University, with the U.S., India and Brazil recording the largest number of cases. A World Health Organization official called fresh outbreaks in Europe -- including the largest daily caseloads in months for France,",https://www.msn.com/en-us/money/markets/us-cases-rise-at-steady-pace-texas-eases-curbs-virus-update/ar-BB199OSt,2020-09-18T06:51:25.0000000Z
148,<b>COVID-19</b> at colleges: Fauci warns not to send students home,"Full coverage of the coronavirus <b>outbreak</b> ... the second week of <b>school</b>, with a 28.8 percent positivity rate among students tested for <b>COVID-19</b>. And according to the <b>University</b> of Iowa&#39;s COVID ...",https://www.nbcnews.com/health/health-news/covid-19-colleges-fauci-urges-schools-keep-students-campus-outbreaks-n1238997,2020-09-04T12:51:00.0000000Z
149,"Active coronavirus <b>outbreaks</b> at Colorado schools, events, grocery stores and more","Keep reading for a look at active <b>COVID-19</b> <b>outbreaks</b> by category, according to Wednesday&#39;s data from CDPHE. This information lists confirmed <b>outbreaks</b> as of Sept. 1. The <b>University</b> of Northern ...",https://www.9news.com/article/news/health/coronavirus/latest-colorado-coronavirus-outbreaks-schools-restaurants-events/73-5b12b940-afdd-4838-b07e-706ec962bae8,2020-09-02T22:55:00.0000000Z
150,Ball State <b>University</b> adds quarantine/isolation info to <b>COVID-19</b> dashboard,Ball State continues to upgrade its online coronavirus dashboard with information that helps the public see how the school is handling the pandemic.,https://www.thestarpress.com/story/news/local/2020/09/17/bsu-adds-quarantine-isolation-info-covid-19-dashboard/3478609001/,2020-09-17T19:03:00.0000000Z
151,These are the 10 worst coronavirus <b>outbreaks</b> in the US right now,"<b>School</b> reopenings during the coronavirus pandemic have been a disaster, as the latest data on the worst <b>outbreaks</b> ... the <b>University</b> of Mississippi is located, has reported 422 <b>COVID-19</b> cases ...",https://bgr.com/2020/09/03/coronavirus-school-reopenings-top-10-worst-outbreaks/,2020-09-03T19:34:00.0000000Z
152,Cuomo Issues <b>Outbreak</b> Guidance for Colleges Holding In-Person Classes,"New York colleges must go back to full-time remote learning if there are more than 100 <b>COVID-19</b> cases or 5% ... Notably, even if there is an <b>outbreak</b> at a college or <b>university</b> that doesn ...",https://www.campussafetymagazine.com/university/cuomo-outbreak-guidance-colleges-in-person-classes/,2020-08-31T18:49:00.0000000Z
153,Colleges With Covid <b>Outbreaks</b> Advised to Keep Students on Campus,A consensus is building among public health experts that it’s better to keep <b>university</b> students on campus after a <b>Covid-19</b> <b>outbreak</b> ... remotely after the <b>school</b> had an <b>outbreak</b>.,https://www.msn.com/en-us/news/us/colleges-with-covid-outbreaks-advised-to-keep-students-on-campus/ar-BB18w2eG,2020-08-30T13:22:00.0000000Z
154,Comparing Brown’s <b>COVID-19</b> positivity rate to other college campuses,"Out of over 23,000 asymptomatic COVID-19 tests administered at the University since the beginning of its academic-year testing program Aug. 24, under 0.1 percent have come back positive. 14 total cases have arisen out of over 6,",https://www.browndailyherald.com/2020/09/17/comparing-browns-covid-19-positivity-rate-college-campuses/,2020-09-18T02:33:00.0000000Z
155,Ole Miss reports 290 <b>COVID-19</b> cases on campus,"MEGAN -- THE <b>UNIVERSITY</b> OF MISSISSIPPI SAYS THEY ARE DEALING WITH AN <b>OUTBREAK</b> OF <b>COVID-19</b> ON THEIR CAMPUS ... tracing efforts through our team of expert volunteers from the <b>School</b> of Applied Sciences, we have discerned that spread of the virus on ...",https://www.wapt.com/article/ole-miss-reports-290-covid-19-cases-on-campus/33865051,2020-09-01T19:54:00.0000000Z
156,"What will we know about students, staff infected with <b>COVID-19</b> as Ohio schools reopen?","DeWine left lots of wiggle room about what parents, <b>school</b> staff and the public will learn about <b>COVID-19</b> <b>outbreaks</b> – and ... at the Northeast Ohio Medical <b>University</b> in Rootstown, said it ...",https://www.cincinnati.com/story/news/2020/08/31/covid-19-what-we-know-students-staff-infected-ohio-schools/3445865001/,2020-09-01T02:43:00.0000000Z
157,Possible coronavirus <b>outbreak</b> detected in CU Boulder wastewater,The <b>University</b> of Colorado Boulder ... Hall were alerted to the possible <b>outbreak</b> on Wednesday and notified that they should be checked for <b>COVID-19</b> if they have not already taken their mandated ...,https://www.9news.com/article/news/health/coronavirus/possible-coronavirus-outbreak-detected-in-cu-boulder-wastewater-colorado/73-4dca9fcb-1575-4c2c-964a-51510e52a60a,2020-09-03T04:15:00.0000000Z
158,"Coronavirus updates: Cornell <b>University</b> suspends, bans students over growing cluster of cases","Over 26.2 million people across the globe have been diagnosed with <b>COVID-19</b> ... the <b>school</b> said, though did not provide more details on those sanctions. Also due to the <b>outbreak</b>, Cornell is ...",https://abcnews.go.com/Health/live-updates/coronavirus/?id=72768949,2020-09-03T21:19:00.0000000Z
159,‘Increasingly Alarming’: Coronavirus Is Swamping Campuses Weeks After Reopening,There have also been large <b>outbreaks</b> at Iowa State and the <b>University</b> of Iowa ... on Thursday after the Philadelphia <b>school</b> reported more than 200 <b>COVID-19</b> cases just two weeks into the fall ...,https://www.thedailybeast.com/coronavirus-is-swamping-university-and-college-campuses-weeks-after-reopening,2020-09-03T18:09:00.0000000Z
160,"COVID infections spike at SDSU, leading county to check if an <b>outbreak</b> is under way","The number of San Diego State <b>University</b> ... positive for <b>COVID-19</b> nearly doubled Monday, rising by 13. Campus officials also reported that the virus has spread to some of the <b>school</b>’s dorms.",https://www.sandiegouniontribune.com/news/education/story/2020-08-31/coronavirus-infections-sdsu,2020-08-31T21:52:00.0000000Z
161,Temple <b>University</b> halts in-person classes after 103 students test positive for <b>COVID-19</b>,"TEMPLE <b>UNIVERSITY</b> IS MOVING ALL OF ITS CLASSES ONLINE FOR THE NEXT TWO WEEKS AS IT DEALS WITH A CORONAVIRUS <b>OUTBREAK</b> ... have tested positive for <b>COVID-19</b>.On Friday, the <b>university</b> reported ...",https://www.wgal.com/article/temple-university-halts-in-person-classes-after-103-students-test-positive-for-covid-19/33843811,2020-08-31T00:27:00.0000000Z
162,‘This is just insane’: Students say UA is doing too little to protect them from <b>COVID-19</b>,"As the number of <b>COVID-19</b> infections exploded at the <b>University</b> of Alabama over the past week, the <b>school</b>’s administrators ... s most severe campus <b>COVID-19</b> <b>outbreaks</b>. On Monday, the <b>university</b> ...",https://www.al.com/news/2020/08/this-is-just-insane-students-say-ua-is-doing-too-little-to-protect-them-from-covid-19.html,2020-09-03T02:32:00.0000000Z
163,How Colleges Are Blaming Their Students for Coronavirus <b>Outbreaks</b>,"Colleges across America have logged more than 26,000 confirmed cases of <b>COVID-19</b> since March ... Here’s why there have been <b>outbreaks</b> on college campuses, according to <b>school</b> administrators ...",https://slate.com/human-interest/2020/08/how-colleges-are-blaming-their-students.html,2020-09-01T07:58:00.0000000Z
164,Tensions rise between college towns and universities as <b>outbreaks</b> emerge among students returning to campus,"The <b>outbreaks</b> since students began ... of the population,” Reynolds said. The <b>University</b> of Alabama has recorded over 500 cases of <b>COVID-19</b> on campus since the fall semester began last week.",https://www.chicagotribune.com/nation-world/ct-nw-college-towns-coronavirus-20200828-j4m3enp5ofgzbkirb52r64pjre-story.html,2020-08-28T21:47:00.0000000Z
165,Furman suspends fraternity after 32 students test positive for <b>COVID-19</b> following parties,"Furman <b>University</b> has ... who tested positive for <b>COVID-19</b> after attending the events. Tom Evelyn, vice president for communications with the <b>university</b>, said the <b>school</b> is still waiting on ...",https://www.greenvilleonline.com/story/news/2020/09/02/32-furman-students-test-positive-covid-19-after-fraternity-parties/5697508002/,2020-09-02T22:05:00.0000000Z
166,College towns growing alarmed over coronavirus <b>outbreaks</b> among students,The <b>outbreaks</b> since students began ... by essential workers and young people. The <b>University</b> of Alabama has recorded more than 500 cases of <b>COVID-19</b> on campus since the fall semester began last ...,https://www.latimes.com/world-nation/story/2020-08-28/college-towns-growing-alarmed-over-outbreaks-among-students,2020-08-28T19:56:00.0000000Z
167,UA official says &#39;nothing wrong&#39; with <b>school</b>&#39;s <b>COVID-19</b> measures,"After a rise in <b>COVID-19</b> cases when ... medicine in the <b>University</b> of Alabama at Birmingham Division of Infectious Diseases, and UAB Senior Vice President for Medicine and <b>School</b> of Medicine ...",https://www.tuscaloosanews.com/story/news/2020/09/04/university-alabama-officials-defend-schools-covid-19-measures/5699500002/,2020-09-04T13:12:00.0000000Z
168,Michigan football&#39;s Joe Milton era ready for takeoff: &#39;He&#39;s the alpha male&#39;,"Kyle Hayes still remembers where he was the first time he met Joe Milton. It was February 2015, and Hayes — who had just taken over the football program at Olympia High School in Orlando, Florida — was hosting an introductory meeting with parents in the school&#39;s cafeteria when,",https://www.freep.com/story/sports/college/university-michigan/wolverines/2020/09/18/michigan-football-quarterback-joe-milton/3483876001/,2020-09-18T10:45:00.0000000Z
169,803 students and staffers test positive for <b>COVID-19</b> at ASU,PHOENIX (3TV/CBS 5) --Arizona State <b>University</b> announced Monday night that the <b>COVID-19</b> <b>outbreak</b> in the <b>school</b>&#39;s community increased even more over the weekend. The number of coronavirus cases ...,https://www.azfamily.com/news/continuing_coverage/coronavirus_coverage/803-students-and-staffers-test-positive-for-covid-19-at-asu/article_6412a896-ec08-11ea-9d82-b7f5c59358aa.html,2020-09-01T04:24:00.0000000Z
