,title,desciption,url,provider,date
68,&#39;Astonishingly risky&#39;: <b>COVID-19</b> cases at colleges are fueling the nation&#39;s hottest <b>outbreaks</b>,"About three weeks ago, the <b>University</b> of Mississippi started its fall semester, bringing students from around the country back to Lafayette County. The <b>university</b> had hoped its mix of in-person ...",https://www.dispatch.com/story/news/education/2020/09/11/astonishingly-risky-covid-19-cases-at-colleges-are-fueling-nations-hottest-outbreaks/42575849/,Columbus Dispatch,2020-09-11T17:35:00.0000000Z
69,"<b>COVID-19</b> in Virginia: LIVE updates for Saturday, September 12","20 new <b>COVID-19</b> <b>outbreaks</b> reported in Virginia Saturday ... from <b>COVID-19</b> issues at Virginia Tech,&quot; officials with the <b>university</b> announced early Saturday morning. Read more.",https://www.wtvr.com/news/coronavirus/covid-19-in-virginia-live-updates-for-saturday-september-12,WTVR,2020-09-12T23:16:00.0000000Z
70,"New <b>COVID-19</b> <b>outbreaks</b> in Larimer County: Home improvement store, eatery and fraternity house","As a result of the second <b>outbreak</b>, the <b>university</b> is requiring all members living at the house to be tested for <b>COVID-19</b>. The state considers an <b>outbreak</b> to be two or more cases reported within a ...",https://www.coloradoan.com/story/news/2020/09/10/covid-19-outbreaks-larimer-county-september-9/5756474002/,Fort Collins Coloradoan,2020-09-10T17:54:00.0000000Z
71,<b>COVID-19</b> <b>outbreak</b> declared as 5 Western <b>University</b> students test positive for the virus,"Health officials in London, Ont., have declared a community <b>outbreak</b> after five <b>University</b> of Western Ontario students tested positive for <b>COVID-19</b> over the weekend. The Middlesex-London Health ...",https://www.680news.com/2020/09/13/covid-19-outbreak-declared-as-5-university-of-western-ontario-students-test-positive/,680 News,2020-09-13T19:34:00.0000000Z
72,<b>COVID-19</b> <b>outbreak</b> reported at high rises near UArizona campus,"TUCSON, Ariz. — A <b>COVID-19</b> <b>outbreak</b> has been reported at student high rises west of the <b>University</b> of Arizona campus, according to a letter sent from Councilman Steve Kozachik. In the letter ...",https://www.kgun9.com/news/coronavirus/covid-19-outbreak-identified-at-high-rises-near-uarizona-campus,KGUN 9,2020-09-13T23:05:00.0000000Z
73,Fraternities blamed for campus coronavirus <b>outbreaks</b> as universities struggle to keep students in class,"The <b>outbreaks</b> have become so severe that testing strategies and contract tracing efforts may not be able to keep up, medical experts say. Climbing <b>Covid-19</b> cases among <b>university</b> students living ...",https://www.cnbc.com/2020/09/09/coronavirus-universities-blame-greek-life-for-campus-reopening-headaches-were-having-a-significant-issue.html,CNBC,2020-09-11T16:46:00.0000000Z
74,New <b>COVID-19</b> Projections Show Mixed Picture of Community Spread from College Campus <b>Outbreaks</b>,"9, 2020 /PRNewswire/ -- New four-week <b>COVID-19</b> case projections released ... which experienced significant <b>outbreaks</b> on the campuses of the <b>University</b> of North Carolina and North Carolina State ...",https://www.prnewswire.com/news-releases/new-covid-19-projections-show-mixed-picture-of-community-spread-from-college-campus-outbreaks-301126865.html,PR Newswire,2020-09-09T23:45:00.0000000Z
75,Coronavirus <b>outbreak</b> declared as 5 Western <b>University</b> students test positive,The Middlesex-London Health Unit (MLHU) has declared a community novel coronavirus <b>outbreak</b> after three ... for failing to self-isolate amid <b>COVID-19</b> The <b>university</b> also highlighted its ...,https://globalnews.ca/news/7332370/coronavirus-outbreak-western-university/,Global News,2020-09-13T16:10:00.0000000Z
76,Pa. College Town Limits Crowds to 10 Amid <b>COVID-19</b> <b>Outbreak</b>,"<b>Outbreaks</b> of <b>COVID-19</b> cases have occurred on college campuses and in surrounding neighborhoods across the United States. In Philadelphia, Temple <b>University</b> cancelled most in-person classes two ...",https://www.nbcphiladelphia.com/news/local/lehigh-valley-college-town-limits-crowds-to-10-amid-covid-19-outbreak/2530824/,NBC 10 Philadelphia,2020-09-12T02:39:00.0000000Z
77,Inside <b>University</b> of Illinois&#39; massive <b>COVID-19</b> testing operation,The <b>University</b> of Illinois&#39; Urbana-Champaign campus has one of the most aggressive <b>COVID-19</b> testing protocols among ... &quot;We knew there were going to be <b>outbreaks</b> as soon as the students returned ...,https://abcnews.go.com/US/inside-university-illinois-massive-covid-19-testing-operation/story?id=72686799,ABCNews,2020-09-10T12:30:00.0000000Z
78,The <b>University</b> of Miami is led by an infectious disease expert. So why the fear?,"Julio Frenk has been on the frontline in several major <b>outbreaks</b>. But some students ... For example, a Twitter account called <b>University</b> of Miami <b>Covid-19</b> Data is tracking the cumulative number ...",https://www.theguardian.com/us-news/2020/sep/08/university-of-miami-julio-frenk-president-covid-19-protocols,The Guardian,2020-09-08T10:50:00.0000000Z
79,"<b>COVID-19</b> at college: Shaming and blaming students can make it worse, experts say","The <b>University</b> of North Carolina-Chapel Hill ... Ultimately, a significant reason for <b>outbreaks</b> of <b>COVID-19</b> at college campuses is significant community transmission where schools are located ...",https://www.nbcnews.com/health/health-news/covid-19-college-shaming-blaming-students-can-make-it-worse-n1239582,NBC News,2020-09-09T16:42:00.0000000Z
80,"Two more Colorado K-12 schools, two Greek organizations report <b>COVID-19</b> <b>outbreaks</b>","Pi Beta Phi, a sorority at <b>University</b> of Colorado Boulder ... 36 properties More than 1,200 infected in CU Boulder’s <b>COVID-19</b> <b>outbreak</b> — now the largest in Colorado by far Polis warns of ...",https://www.denverpost.com/2020/09/09/colorado-covid-out-breaks-schools-sorority-fraternity/,The Denver Post,2020-09-11T11:39:00.0000000Z
81,Bradley <b>University</b> quarantines entire student body,"Bradley <b>University</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress. AP file PEORIA ...",https://chicago.suntimes.com/coronavirus/2020/9/9/21428738/bradley-university-quarantines-student-body-coronavirus,Chicago Sun-Times,2020-09-09T12:49:00.0000000Z
82,Coronavirus <b>outbreak</b> threatens to shut down UW-Madison campus,"A campus <b>COVID-19</b> <b>outbreak</b> at <b>University</b> of Wisconsin-Madison is threatening the semester, a semester that&#39;s not even a week old. Continuing Coverage: Coronavirus in WisconsinThe school added 21 ...",https://www.wisn.com/article/coronavirus-outbreak-threatens-to-shut-down-uw-madison-campus/33960691,WISN 12 NEWS,2020-09-09T00:42:00.0000000Z
83,Michigan State <b>University</b> students asked to self-quarantine &#39;immediately&#39; after <b>COVID-19</b> <b>outbreak</b>,"The health department is strongly recommending all local MSU students self-quarantine immediately to contain the <b>outbreak</b> ... the spread of <b>COVID-19</b>,” said Michigan State <b>University</b> Physician ...",https://www.wxyz.com/news/coronavirus/michigan-state-university-students-asked-to-self-quarantine-immediately-after-covid-19-outbreak,WXYZ Detroit,2020-09-12T23:31:00.0000000Z
84,"<b>COVID-19</b> <b>outbreak</b> reported at UConn apartment complex, students told to quarantine",<b>University</b> officials said they “believe it appropriate to characterize this as an <b>outbreak</b> warranting increased medical intervention.” They went on to say it is believed that the <b>COVID-19</b> ...,https://www.wfsb.com/news/covid-19-outbreak-reported-at-uconn-apartment-complex-students-told-to-quarantine/article_2fe569fe-f479-11ea-91c0-db11b4b24b48.html,WFSB,2020-09-11T22:03:00.0000000Z
85,How Texas universities are discouraging gatherings amid <b>COVID-19</b> <b>outbreaks</b>,"Cases of <b>COVID-19</b> since August 1, 2020. (All data is from each <b>university</b>’s online <b>COVID-19</b> dashboard.) While universities have been preparing for months, it’s proving difficult to keep ...",https://www.kxan.com/news/education/how-texas-universities-are-discouraging-gatherings-amid-covid-19-outbreaks/,KXAN,2020-09-10T03:58:00.0000000Z
86,‘We’re in a good place’: <b>University</b> of Lynchburg students return to class after <b>COVID-19</b> <b>outbreak</b> on campus,"Some students at the <b>University</b> of Lynchburg were relieved ... campus house after they were forced to stay in because of a <b>COVID-19</b> <b>outbreak</b> on campus. “We had everyone, as soon as we come ...",https://www.wsls.com/news/local/2020/09/07/were-in-a-good-place-university-of-lynchburg-students-return-to-class-after-covid-19-outbreak-on-campus/,WSLS 10,2020-09-07T22:15:00.0000000Z
87,<b>COVID-19</b> Infections Leap Again at <b>University</b> of Georgia,"ATLANTA (AP) — Coronavirus infections continue to spread at the <b>University</b> of Georgia, with the school reporting more than 1,400 new cases of <b>COVID-19</b> in the ... UGA&#39;s <b>outbreak</b> is now the ...",https://www.usnews.com/news/us/articles/2020-09-09/covid-19-infections-leap-again-at-university-of-georgia,U.S. News &amp; World Report,2020-09-09T18:18:00.0000000Z
88,"KDHE releases locations of <b>COVID-19</b> <b>outbreaks</b> across Kansas, including 4 in Douglas County; KU football team listed with 14 cases",The other two county <b>outbreaks</b> are attributed to sports teams: 14 for the <b>University</b> of Kansas football ... KDHE on Wednesday confirmed 496 new cases of <b>COVID-19</b> since data was last released ...,https://www2.ljworld.com/news/state-region/2020/sep/09/kdhe-releases-locations-of-covid-19-outbreaks-across-kansas-including-4-in-douglas-county-ku-football-team-listed-with-14-cases/,Lawrence Journal-World,2020-09-09T18:35:00.0000000Z
89,Lack of <b>COVID-19</b> testing at Colorado’s rural universities epitomizes higher education inequities,X Trending: Adams State <b>University</b> President Cheryl ... move-in process and 88 had tested positive for <b>COVID-19</b> as of Thursday. The state’s <b>outbreak</b> database also includes two related to CSU ...,https://www.denverpost.com/2020/08/29/covid-testing-adams-state-university-colorado-college-csu-pueblo-fort-lewis-college-cu-boulder/,The Denver Post,2020-09-09T23:16:00.0000000Z
90,Michigan State <b>University</b> Students Asked To Self-Quarantine After <b>Covid-19</b> <b>Outbreak</b>,(CBS DETROIT) – Health officials have asked Michigan State <b>University</b> students to self ... “The exponential growth of <b>COVID-19</b> cases must stop. I am concerned about the health and safety ...,https://detroit.cbslocal.com/2020/09/14/michigan-state-university-students-asked-to-self-quarantine-after-covid-19-outbreak/,CBS Detroit,2020-09-14T16:42:00.0000000Z
91,Colleges with <b>Covid-19</b> <b>Outbreaks</b> are Sending Students Home,"1. Some colleges are sending students home to avoid larger <b>outbreaks</b>. James Madison <b>University</b>, North Carolina State <b>University</b>, Colorado College, the State <b>University</b> of New York in Oneonta and ...",https://www.wsj.com/articles/colleges-with-covid-19-outbreaks-are-sending-students-home-11599586753,Wall Street Journal,2020-09-08T17:50:00.0000000Z
92,Memphis&#39; game vs. Houston on Sept. 19 postponed after <b>COVID-19</b> <b>outbreak</b> among Tigers players,The full Memphis statement from Friday: The <b>University</b> of Memphis has announced that a number of individuals connected with the Tigers&#39; football program tested positive for <b>COVID-19</b>. These ...,https://sports.yahoo.com/memphis-suspends-football-activities-covid-19-outbreak-player-denies-party-bus-214422140.html,Yahoo! Sports,2020-09-11T21:51:00.0000000Z
93,Western Michigan stops all athletic team workouts after <b>COVID-19</b> <b>outbreak</b>,"Western Michigan <b>University</b> announced on Thursday that all athletic activities have been paused after nine student athletes tested positive for <b>COVID-19</b>, according to multiple media reports.",https://www.freep.com/story/sports/college/2020/09/10/western-michigan-stops-athletic-workouts-after-covid-19-outbreak/3465813001/,Detroit Free Press,2020-09-11T17:10:00.0000000Z
94,"As NY colleges respond to <b>COVID-19</b> <b>outbreaks</b>, Cuomo announces new reporting mandate",With <b>COVID-19</b> <b>outbreaks</b> reported at several New York ... if there are spikes in the number of confirmed cases. The State <b>University</b> of New York unveiled a <b>COVID-19</b> tracker over the weekend ...,https://auburnpub.com/news/local/govt-and-politics/as-ny-colleges-respond-to-covid-19-outbreaks-cuomo-announces-new-reporting-mandate/article_236ee745-2392-5c66-8be6-ea2293c07c2d.html,Auburn Citizen,2020-09-09T06:46:00.0000000Z
95,Employees Say Cal State&#39;s <b>COVID-19</b> Policies Are Falling Short,"Kim Neal, right, is chair of the California State <b>University</b> Employees Union at CSU Los Angeles. The union represents clerical and IT workers, custodial staff and others at all 23 CSU campues.",https://laist.com/2020/09/11/cal_state_university_covid-19_policies_employees_criticism.php,LAist,2020-09-11T15:23:00.0000000Z
96,<b>COVID-19</b> <b>outbreak</b> reported in UofA student high rises,TUCSON (KVOA) - A <b>COVID-19</b> <b>outbreak</b> has been detected through contact ... shut down the swimming pools at the high rises around the <b>university</b>. The test Rescue Me Wellness is using is different ...,https://kvoa.com/coronavirus-coverage/2020/09/13/covid-19-outbreak-reported-in-uofa-student-high-rises/,KVOA 4,2020-09-13T18:18:00.0000000Z
97,Latest <b>COVID-19</b> data for Lynchburg area shows shifting trends,"<b>COVID-19</b> <b>outbreaks</b> have been reported in new settings ... qualify as <b>outbreaks</b> in educational settings. As of Friday, the <b>University</b> of Lynchburg had 26 positive <b>COVID-19</b> cases among its students ...",https://newsadvance.com/news/local/latest-covid-19-data-for-lynchburg-area-shows-shifting-trends/article_4a1b8bee-65c1-531c-a83c-3d293cafa1c1.html,The News &amp; Advance,2020-09-10T00:13:00.0000000Z
99,Wastewater testing program prevents massive <b>COVID-19</b> <b>outbreak</b> at the <b>University</b> of Arizona,"Humans shed the coronavirus through fecal material, and several scientists have the duty of testing fecal material for the coronavirus.",https://www.thedenverchannel.com/news/national/coronavirus/wastewater-testing-program-prevents-massive-covid-19-outbreak-at-the-university-of-arizona,7News and TheDenverChannel.com,2020-09-11T22:24:00.0000000Z
100,Students isolating after <b>Covid-19</b> <b>outbreak</b> at Manchester Metropolitan <b>University</b> halls - days after &#39;100-strong&#39; party took place,Several students are isolating at a Manchester Metropolitan University campus following an outbreak of coronavirus.  A spokesman for the university said they are &#39;managing a handful of confirmed cases&#39; in a block of flats at the Birley campus in Hulme.,https://www.msn.com/en-gb/news/newsmanchester/students-isolating-after-covid-19-outbreak-at-manchester-metropolitan-university-halls-days-after-100-strong-party-took-place/ar-BB19cxce,Manchester Evening News on MSN.com,2020-09-19T09:45:39.0000000Z
102,Michigan State <b>University</b> students asked to self-quarantine after <b>Covid-19</b> <b>outbreak</b>,"The <b>outbreak</b> started as students returned ... &quot;MSU is committed to doing everything we can to prevent the spread of <b>COVID-19</b>,&quot; Michigan State <b>University</b> Physician David Weismantel said in the ...",https://www.cnn.com/2020/09/12/us/msu-students-coronavirus-self-quarantine-trnd/index.html,CNN,2020-09-13T03:34:00.0000000Z
106,"&#39;This is a long-haul thing&#39;: ASU, UA discuss <b>COVID-19</b> campus <b>outbreaks</b>, brace for possible spike",Both Arizona State <b>University</b> and <b>University</b> of Arizona held virtual meetings Wednesday morning to discuss <b>COVID-19</b> <b>outbreaks</b> among their students and staff in addition to detailing the efforts ...,https://www.msn.com/en-us/news/us/this-is-a-long-haul-thing-asu-ua-discuss-covid-19-campus-outbreaks-brace-for-possible-spike/ar-BB18Soue,MSN,2020-09-10T02:09:00.0000000Z
107,<b>COVID-19</b> <b>outbreak</b> reported at high rises near UArizona campus,"A <b>COVID-19</b> <b>outbreak</b> has been reported at student high rises west of the <b>University</b> of Arizona campus, according to a news release from Ward 6. KGUN Tucson, AZ ABC News Like us on Facebook to see ...",https://www.msn.com/en-us/news/us/covid-19-outbreak-reported-at-high-rises-near-uarizona-campus/vi-BB18ZRjv,MSN,2020-09-14T00:22:00.0000000Z
108,<b>COVID-19</b> LIVE UPDATES: Missouri reports 773 new confirmed cases of coronavirus on Tuesday,"The <b>University</b> of Kansas held classes on ... 7:30 a.m. -- Johnson County reported Tuesday morning 8,783 cases of <b>COVID-19</b> since the <b>outbreak</b> started. The county said it has 5,985 presumed ...",https://www.msn.com/en-us/news/us/covid-19-live-updates-ku-students-strike-to-protest-campus-opening-during-coronavirus-outbreak/ar-BB18OVZX,MSN,2020-09-09T03:18:00.0000000Z
110,Western <b>University</b> testing trailer hits capacity following <b>COVID-19</b> <b>outbreak</b>,The testing trailer was met with busy lines after a number of students tested positive for the novel coronavirus.,https://www.msn.com/en-ca/news/world/western-university-testing-trailer-hits-capacity-following-covid-19-outbreak/ar-BB192p1x,Global News on MSN.com,2020-09-14T21:12:39.0000000Z
129,<b>COVID-19</b> <b>outbreaks</b> at colleges worry experts as some students continue to ignore health rules,"Coronavirus <b>outbreaks</b> continue on college campuses ... he&#39;s optimistic the company will know if its vaccine works by the end of October, while Oxford <b>University</b> announced its vaccine trials with AstraZeneca would resume after they were paused to ...",https://news.yahoo.com/covid-19-outbreaks-colleges-worry-120112066.html,Yahoo! News,2020-09-14T13:45:00.0000000Z
134,Michigan State <b>University</b> students asked to self-quarantine amid surge of coronavirus (<b>COVID-19</b>) cases,Students at Michigan State <b>University</b> (MSU) are being asked to self-quarantine as coronavirus (<b>COVID-19</b>) cases continue ... immediately to contain the <b>outbreak</b>.&quot; “This is an urgent situation ...,https://www.clickondetroit.com/news/michigan/2020/09/12/michigan-state-university-students-asked-to-self-quarantine-amid-surge-of-coronavirus-covid-19-cases/,clickondetroit.com,2020-09-12T15:54:00.0000000Z
152,Kappa Sigma fraternity at CSU sees second <b>COVID-19</b> <b>outbreak</b>,"FORT COLLINS, Colo. — For some Colorado State <b>University</b> students, the news of a second <b>COVID-19</b> <b>outbreak</b> at the Kappa Sigma fraternity came as a surprise. &quot;Maybe they’re partying, maybe they ...",https://www.thedenverchannel.com/news/coronavirus/kappa-sigma-fraternity-at-csu-sees-second-covid-19-outbreak,7News and TheDenverChannel.com,2020-09-11T14:30:00.0000000Z
156,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.msn.com/en-us/news/us/bradley-quarantines-student-body-after-covid-19-outbreak/ar-BB18Q1OS,MSN,2020-09-09T03:12:00.0000000Z
157,Illinois <b>university</b> quarantines entire student body due to coronavirus <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.cbsnews.com/news/bradley-university-quarantines-entire-student-body-coronavirus-outbreak-peoria-illinois/,CBS News,2020-09-09T12:59:00.0000000Z
160,"<b>COVID-19</b> LIVE UPDATES: Missouri reports 1,613 new coronavirus cases on Sunday","Tracking from Johns Hopkins <b>University</b> shows that ... County reported Wednesday morning 8,949 cases (+166) of <b>COVID-19</b> since the <b>outbreak</b> started. The county said it has 6,152 presumed recoveries ...",https://www.msn.com/en-us/news/us/covid-19-live-updates-state-finance-council-extends-kansas-covid-19-emergency-declaration/ar-BB18WsxV,MSN,2020-09-13T20:46:00.0000000Z
161,"Arizona, Known as a <b>Covid-19</b> Hot Spot, Starts to Subdue Its <b>Outbreak</b>","As recently as mid-July, Arizona was in the midst of a full-blown coronavirus <b>outbreak</b>. It repeatedly ... Can Arizona avoid becoming a <b>Covid-19</b> hot spot again? Why, or why not?",https://www.wsj.com/articles/arizona-known-as-a-covid-19-hot-spot-starts-to-subdue-its-outbreak-11600075802,Wall Street Journal,2020-09-14T09:30:00.0000000Z
162,How One South Florida <b>University</b> Is Combating <b>COVID-19</b>,"several colleges and universities have welcomed students back to campus only to be forced to go virtual again because of <b>COVID-19</b> <b>outbreaks</b>. To prevent that scenario, the <b>University</b> of Miami ...",https://www.nbcmiami.com/news/local/schools-and-covid/how-one-south-florida-university-is-combating-covid-19/2291577/,NBC 6 South Florida,2020-09-12T00:06:00.0000000Z
163,Cuomo: Focus shifting to college <b>outbreaks</b> in state&#39;s <b>COVID-19</b> response,"As concerns grow over <b>COVID-19</b> on campuses, Cuomo named seven schools that have seen <b>outbreaks</b>, including Hofstra <b>University</b> in Hempstead, along with SUNY Oneonta, SUNY Oswego, SUNY Fredonia ...",https://www.newsday.com/news/health/coronavirus/virus-long-island-new-york-schools-covid19-1.49094521,Newsday,2020-09-08T21:45:00.0000000Z
164,Bradley <b>University</b> quarantines entire student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.wzzm13.com/article/news/health/coronavirus/bradley-university-quarantines-entire-student-body-after-covid-19-outbreak/507-3b9e44dc-b978-4888-9aba-1cfa15ab6b97,WZZM,2020-09-09T23:51:00.0000000Z
165,"Four Rutgers athletes, athletics staff member test positive for <b>COVID-19</b>","Many athletics programs across the country in recent weeks have dealt with <b>COVID-19</b> <b>outbreaks</b>, especially as general student populations began returning to campus. Rutgers <b>University</b> is mostly ...",https://www.app.com/story/sports/college/rutgers/2020/09/09/covid-19-rutgers-university-four-athletes-staff-member-test-positive/5765123002/,app.com,2020-09-09T23:01:00.0000000Z
166,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://qctimes.com/bradley-quarantines-student-body-after-covid-19-outbreak/article_2814c85a-68ed-5092-a5cc-9f839f83e3c9.html,Quad-City Times,2020-09-10T00:17:00.0000000Z
167,Bradley <b>University</b> quarantines entire student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.9news.com/article/news/health/coronavirus/bradley-university-quarantines-entire-student-body-after-covid-19-outbreak/507-3b9e44dc-b978-4888-9aba-1cfa15ab6b97,KUSA,2020-09-09T20:17:00.0000000Z
168,Report: Memphis-Houston Game in Jeopardy After <b>COVID-19</b> <b>Outbreak</b>,"The <b>University</b> of Memphis&#39; game against the <b>University</b> of Houston is in jeopardy of being postponed or canceled after a <b>COVID-19</b> <b>outbreak</b> within the Tigers&#39; program, according to the Commercial ...",https://www.si.com/college/2020/09/11/memphis-houston-jeopardy-covid-outbreak,Sports Illustrated,2020-09-11T20:40:00.0000000Z
169,‘I knew it would happen’: 124 <b>COVID-19</b> cases confirmed at Michigan State <b>University</b>,There have been 124 coronavirus (<b>COVID-19</b>) cases confirmed at Michigan State <b>University</b> in East Lansing ... any big party or event that sparked the <b>outbreak</b>.,https://www.clickondetroit.com/news/local/2020/09/08/i-knew-it-would-happen-124-covid-19-cases-confirmed-at-michigan-state-university/,clickondetroit.com,2020-09-08T22:52:00.0000000Z
170,<b>University</b> of Michigan warns about <b>COVID-19</b> exposure on campus,"ANN ARBOR, Mich. (WXYZ) — A <b>University</b> of Michigan student has tested positive for the coronavirus and the <b>university</b> is warning that others may have been exposed ...",https://www.wxyz.com/news/coronavirus/university-of-michigan-warns-about-covid-19-exposure-on-campus,WXYZ Detroit,2020-09-12T13:36:00.0000000Z
171,BC’s <b>COVID-19</b> <b>outbreak</b> not a good sign for proponents of ‘let them play’,"But as we continue amid this ongoing <b>COVID-19</b> pandemic, the converse question ... resident ACC representative Boston College, where an <b>outbreak</b> of positive tests has raised concerns about the ...",https://www.bostonglobe.com/2020/09/12/sports/bcs-covid-19-outbreak-not-good-sign-proponents-let-them-play/,The Boston Globe,2020-09-12T23:38:00.0000000Z
172,Germany links <b>Covid-19</b> <b>outbreak</b> at ski resort to US citizen who failed to quarantine,"(CNN)A coronavirus <b>outbreak</b> at a popular Bavarian ski resort ... chose to socialize despite having <b>Covid-19</b> symptoms, according to Stephan Scharf, press officer at Garmisch-Partenkirchen District ...",https://www.cnn.com/2020/09/14/europe/germany-bavaria-outbreak-coronavirus-intl/index.html,CNN,2020-09-14T18:26:00.0000000Z
173,Cuomo: <b>COVID-19</b> a Problem on New York Campuses,"The governor said at a briefing that six other colleges in New York had seen <b>outbreaks</b>: Cornell <b>University</b>, <b>University</b> at Buffalo, Hofstra <b>University</b>, SUNY Oswego, Colgate <b>University</b> and SUNY ...",https://www.usnews.com/news/best-states/new-york/articles/2020-09-08/cuomo-covid-19-a-problem-on-new-york-campuses,U.S. News &amp; World Report,2020-09-08T22:48:00.0000000Z
174,<b>Covid-19</b> <b>outbreak</b> and the RAT rage,"The second half of 2020 has seen the rise of the Rapid Antigen Test (RAT) for diagnosis of <b>Covid-19</b>, as a quirky reminder ... Pettengill from Thomas Jefferson <b>University</b>, Philadelphia.",https://www.financialexpress.com/opinion/covid-19-outbreak-and-the-rat-rage/2079250/,The Financial Express,2020-09-10T12:31:00.0000000Z
175,<b>University</b> of Tennessee turns to at-home and wastewater tests to help stop COVID spike,"The <b>university</b> found early signs of <b>COVID-19</b> in a dorm and was able to stop a larger <b>outbreak</b>. That would also be the goal of wastewater testing at UT, Plowman and Gregg said. UT has seen nine ...",https://www.knoxnews.com/story/news/education/2020/09/11/university-tennessee-increase-covid-19-testing-cases-climb/5760814002/,Knox News,2020-09-11T16:52:00.0000000Z
176,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.sacbee.com/news/article245586280.html,Sacramento Bee,2020-09-09T02:15:00.0000000Z
177,Memphis vs Houston football game on Friday postponed after Tigers&#39; <b>COVID-19</b> <b>outbreak</b>,"After a <b>COVID-19</b> <b>outbreak</b> within the Memphis football program ... players recover from positive <b>COVID-19</b> tests, contact tracing <b>University</b> of Memphis announces new mascot, TOM IV, will be ...",https://www.commercialappeal.com/story/sports/college/memphis-tigers/2020/09/12/memphis-houston-football-postponed-covid-19-outbreak/5771750002/,Commercial Appeal,2020-09-12T22:46:00.0000000Z
178,3 more Colorado schools report <b>COVID-19</b> <b>outbreaks</b>; cluster linked to Cameron Peak fire response,"stress of <b>COVID-19</b> semester <b>Outbreaks</b> have popped up in 16 other child care facilities, and 10 are still ongoing. No deaths have been linked to those facilities. Only one <b>university</b> <b>outbreak</b> is ...",https://www.dailycamera.com/2020/09/02/colorado-covid-outbreaks-schools-cameron-peak-fire/,Daily Camera,2020-09-10T07:59:00.0000000Z
179,Memphis pauses football after <b>COVID-19</b> <b>outbreak</b>,18 game against the <b>University</b> of Houston is in jeopardy ... Memphis pauses football after <b>COVID-19</b> <b>outbreak</b> originally appeared on Pro Football Talk,https://sports.yahoo.com/memphis-pauses-football-covid-19-221312929.html,Yahoo! Sports,2020-09-11T23:32:00.0000000Z
180,Influenza season could create ‘perfect storm’ for <b>COVID-19</b> <b>outbreaks</b>,"Marrazzo stressed that, amid <b>COVID-19</b> <b>outbreaks</b> on college campuses ... AM (Hon), an IDSA fellow and professor of medicine at Brown <b>University</b>’s Warren Alpert Medical School, noted that the ...",https://www.healio.com/news/infectious-disease/20200910/influenza-season-could-create-perfect-storm-for-covid19-outbreaks,Healio,2020-09-10T19:59:00.0000000Z
181,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.thestate.com/news/article245586280.html,The State,2020-09-09T03:03:00.0000000Z
182,Weight Stigma Predicts Emotional Distress and Binge Eating During <b>COVID-19</b>,"and support during <b>outbreaks</b> of <b>COVID-19</b> and similar public health emergencies,” says lead author of the study Rebecca Puhl, professor of Human Development &amp; Family Sciences and Deputy Director at the <b>University</b> of Connecticut’s Rudd Center.",https://today.uconn.edu/2020/09/weight-stigma-predicts-emotional-distress-binge-eating-covid-19/,UConn Today,2020-09-10T11:18:00.0000000Z
183,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.bnd.com/news/article245586280.html,BND,2020-09-09T02:16:00.0000000Z
184,"More cats might be <b>COVID-19</b> positive than first believed, study suggests","where the first known <b>outbreak</b> of <b>COVID-19</b> began, shows more cats might be contracting the disease than first believed. Researchers from Huazhong Agricultural <b>University</b>, in the Chinese city ...",https://phys.org/news/2020-09-cats-covid-positive-believed.html,Phys.org,2020-09-09T00:00:00.0000000Z
